Qty;PN;Description;Reference
1;M20-1070700;"CONN, RCPT, HSG, 14POS, 2ROW, 2.54MM, ""DUPONT""";2A7A1W2P1
1;M20-1070700;"CONN, RCPT, HSG, 14POS, 2ROW, 2.54MM, ""DUPONT""";2A7A1W2P2
1;M20-1070500;"CONN, RCPT, HSG, 10POS, 2ROW, 2.54MM, ""DUPONT""";2A7A1W3P1
1;M20-1060200;"CONN, RCPT, HSG, 2POS, 1ROW, 2.54MM, ""DUPONT""";2A7A1W3P2
1;M20-1070200;"CONN, RCPT, HSG, 4POS, 2ROW, 2.54MM, ""DUPONT""";2A7A1W3P3
1;M20-1070200;"CONN, RCPT, HSG, 4POS, 2ROW, 2.54MM, ""DUPONT""";2A7A1W3P4
1;F-1020;"MODULE, RELAY, MOTOR, FWD & REV, 12V 10A, OONO";2A8A1A1
1;39-01-3029;"CONN, PLUG, HSG, 2POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";2A8A1W1P1
1;X502-1;"AMPLIFIER, MONO, CLASS D, 1000W MAX, KENWOOD";2A10
1;P316-06N;"ADAPTER, CABLE, FEMALE 3.5mm STEREO TO RCA PLUG";2A10A2
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";2A10W1P1
1;A-MO 6/4-SR;"CONN, MODULAR, MALE, IDC, 6P4C, RJ11";2A10W1P2
1;USB32HD4;"ADAPTER, USB 3.0 to 4X HDMI, 1080p 60Hz";2A11A1
1;P568-010-FL;"CABLE, HDMI-A, M-M, 10'L, SHLD";2A11A1W1
1;P568-010-FL;"CABLE, HDMI-A, M-M, 10'L, SHLD";2A11A1W2
1;USB32HD4;"ADAPTER, USB 3.0 to 4X HDMI, 1080p 60Hz";2A11A2
1;1698-01C;"CABLE, USB-A PNL MNT RCPT TO USB-A, USB 3.0, 1' L";2A12A1W1
1;ABSIS-CA-G-XXX;"CABLE, ABSIS, TYPE-G";2A12A1W2
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";2A12A1W3
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";2A12A1W4
1;39-01-2221;"CONN, PLUG, HSG, 22POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";2A12A1W5J1
1;SMP-08V-BC;"CONN, PLUG, HSG, 8POS, 2.50MM, JST SM";2A12A1W5J2
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";2A12A1W5J3
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";2A12A1W5J4
1;NL2MPXX;"RECEPTACLE, BULKHEAD, NEUTRIK SPEAKON, 2 POS";2A12A1W6J1
1;ABSIS-CA-G-XXX;"CABLE, ABSIS, TYPE-G";2A12A2W2
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";2A12A2W3
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";2A12A2W4
1;39-01-2221;"CONN, PLUG, HSG, 22POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";2A12A2W4J1
1;1698-02C;"CABLE, USB-A PNL MNT RCPT TO USB-A, USB 3.0, 2' L";2A12A3W1
1;ABSIS-CA-G-XXX;"CABLE, ABSIS, TYPE-G";2A12A3W2
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";2A12A3W3
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";2A12A3W4
1;46-99-90293;"CONN, PLUG, HSG, 2POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";2A12A4W1P1
1;46-99-90293;"CONN, PLUG, HSG, 2POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";2A12A4W1P2
1;46-99-90293;"CONN, PLUG, HSG, 2POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";2A12A4W2P1
1;46-99-90293;"CONN, PLUG, HSG, 2POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";2A12A4W2P2
1;P164-000-KPBK8K;"CONN, KEYSTONE, HDMI PASSTHRU, PNL MNT";2A12A4W3
1;P164-000-KPBK8K;"CONN, KEYSTONE, HDMI PASSTHRU, PNL MNT";2A12A4W4
1;P164-000-KPBK8K;"CONN, KEYSTONE, HDMI PASSTHRU, PNL MNT";2A12A4W5
1;9291-02HV;"CABLE, C14 PNL MNT RCPT TO C13 PLUG, 10A 250VAC, 2' L";2A12A5W1
1;1689-03C;"CABLE, USB-B PNL MNT RCPT TO USB-A, USB 3.0, 3' L";2A12A5W2
1;39-01-2081;"CONN, PLUG, HSG, 8POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";2A12A5W3J1
1;39-01-3085;"CONN, PLUG, HSG, 8POS, 2ROW, 4.20MM, MOLEX 5557 MINI-FIT JR";2A12A5W3P1
1;ABSIS-CA-D-XXX;"CABLE, ABSIS, TYPE-D";2A13W1
1;AK672/2-3-BLACK;"CABLE, USB-A MALE TO USB-B MALE, USB 2.0, 3.0m L";2A13W2
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";2A13W3
1;SMP-05V-BC;"CONN, PLUG, HSG, 5POS, 2.50MM, JST SM";2A13W3J1
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";2A13W3P1
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";2A13W4
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";2A13W5
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";2A13W6
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";2A13W7
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";2A13W8
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";2A13W9
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";2A13W10
1;ABSIS-CA-C-XXX;"CABLE, ABSIS, TYPE-C";2A14W1
1;ABSIS-CA-C-XXX;"CABLE, ABSIS, TYPE-C";2A14W2
1;ABSIS-CA-C-XXX;"CABLE, ABSIS, TYPE-C";2A14W3
1;ABSIS-CA-C-XXX;"CABLE, ABSIS, TYPE-C";2A14W4
1;XT60H-M;"CONN, POWER, 500V 60A MAX, MALE, AMASS XT60-SERIES";2A14W5J1
1;ABSIS-CA-J-XXX;"CABLE, ABSIS, TYPE-J";2A14W6P1
1;PHR-4;"CONN, PLUG, HSG, 4POS, 2.00MM, JST PH";2A14W6P2
1;PHR-4;"CONN, PLUG, HSG, 4POS, 2.00MM, JST PH";2A14W6P3
1;3.26E+15;"CABLE, PIGTAIL, USB-C MALE TO 2X WIRE, 0.25m L";2A14W6P4
1;3.26E+15;"CABLE, PIGTAIL, USB-C MALE TO 2X WIRE, 0.25m L";2A14W6P5
1;39-01-3025;"CONN, PLUG, HSG, 2POS, 2ROW, 4.20MM, MOLEX 5557 MINI-FIT JR";2A14W6P6
1;39-01-3025;"CONN, PLUG, HSG, 2POS, 2ROW, 4.20MM, MOLEX 5557 MINI-FIT JR";2A14W6P7
1;ABSIS-CA-J-XXX;"CABLE, ABSIS, TYPE-J";2A14W6P8
1;ABSIS-CA-J-XXX;"CABLE, ABSIS, TYPE-J";2A14W7P1
1;PP-002D-01;"CONN, BARREL, POWER, MALE, 1.35 ID X 3.5 OD X 9MM L";2A14W7P2
1;PP-002D-01;"CONN, BARREL, POWER, MALE, 1.35 ID X 3.5 OD X 9MM L";2A14W7P3
1;PP-002D-01;"CONN, BARREL, POWER, MALE, 1.35 ID X 3.5 OD X 9MM L";2A14W7P4
1;ABSIS-CA-J-XXX;"CABLE, ABSIS, TYPE-J";2A14W8P1
1;M20-1070400;"CONN, RCPT, HSG, 8POS, 2ROW, 2.54MM, ""DUPONT""";2A15W2P1
1;SMR-08V-B;"CONN, RCPT, HSG, 8POS, 2.50MM, JST SM";2A15W2P2
1;M20-1060400;"CONN, RCPT, HSG, 4POS, 1ROW, 2.54MM, ""DUPONT""";2A15W3P1
1;M20-1060400;"CONN, RCPT, HSG, 4POS, 1ROW, 2.54MM, ""DUPONT""";2A15W3P2
1;AK672/2-3-BLACK;"CABLE, USB-A MALE TO USB-B MALE, USB 2.0, 3.0m L";2AW?
1;USBCM303M0USBBMMBKR;"CABLE, USB-B MALE TO USB-C MALE, USB 3.2, 3.0m L";3A1W1
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";3A1W2
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";3A1W3
1;NL2FXX-W-S;"PLUG, NEUTRIK SPEAKON, 2 POS";3A1W4P1
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";3A2A1W1J1
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";3A2A1W1J2
1;SMP-02V-BC;"CONN, PLUG, HSG, 2POS, 2.50MM, JST SM";3A2A1W1J3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";3A2A1W1P3
1;SMP-02V-BC;"CONN, PLUG, HSG, 2POS, 2.50MM, JST SM";3A2A1W2J1
1;SMP-02V-BC;"CONN, PLUG, HSG, 2POS, 2.50MM, JST SM";3A2A1W2J2
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";3A2A1W2P4
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";3A2A1W3P1
1;SMR-02V-B;"CONN, RCPT, HSG, 2POS, 2.50MM, JST SM";3A2A1W4P1
1;SMR-02V-B;"CONN, RCPT, HSG, 2POS, 2.50MM, JST SM";3A2A1W5P1
1;SMR-02V-B;"CONN, RCPT, HSG, 2POS, 2.50MM, JST SM";3A2A1W6P1
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";3A3A1W1P1
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";3A3A1W1P2
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";3A3A1W2P1
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";3A3A1W2P2
1;PHR-5;"CONN, PLUG, HSG, 5POS, 2.00MM, JST PH";3A3A1W3P1
1;HR10A-7P-5P(73);"CONN, PLUG, HIROSE HR10A-SERIES, MALE, 5POS, SLDR CUP";3A3A1W3P2
1;HR10A-7R-5S(73);"CONN, RCPT, HIROSE HR10A-SERIES, FEMALE, 5POS, SLDR CUP";3A3A1W4J1
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W1
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W2
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W3
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W4
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W5
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W6
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W7
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W8
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W9
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W10
1;ABSIS-CA-A-XXX(M2);"CABLE, ABSIS, TYPE-A (MODIFY AS SHOWN)";4A1W11
1;PP-002D-01;"CONN, BARREL, POWER, MALE, 1.35 ID X 3.5 OD X 9MM L";4A1W11P3
1;PP-002D-01;"CONN, BARREL, POWER, MALE, 1.35 ID X 3.5 OD X 9MM L";4A1W11P4
1;PP-002D-01;"CONN, BARREL, POWER, MALE, 1.35 ID X 3.5 OD X 9MM L";4A1W11P5
1;M20-1060200;"CONN, RCPT, HSG, 2POS, 1ROW, 2.54MM, ""DUPONT""";4A1W11P6
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W12
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W13
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W14
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W15
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W16
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W17
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W18
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W19
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W20
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W21
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A1W22
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";4A1W23
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";4A1W24
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";4A1W25
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";4A1W26
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";4A1W27
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";4A1W28
1;USBCM303M0USBAMBKR;"CABLE, USB-A MALE TO USB-C MALE, USB 3.2, 3.0m L";4A1W32
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";4A1W?
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";4A2A1A2W1P1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";4A2A1L1P1
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";4A2A1W1J1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A2A1W1P3
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";4A3A1L1P1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";4A3A1L2P1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A3A1W1P3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A3A1W2P4
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";4A3A2W1P1
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";4A3A3W1J1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A3A3W1P3
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";4A3A3W2J1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A3A3W2P4
1;M20-1070200;"CONN, RCPT, HSG, 4POS, 2ROW, 2.54MM, ""DUPONT""";4A3A3W2P6
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";4A4A1W1P1
1;SMP-02V-BC;"CONN, PLUG, HSG, 2POS, 2.50MM, JST SM";4A4A2W1J1
1;SMP-02V-BC;"CONN, PLUG, HSG, 2POS, 2.50MM, JST SM";4A4A2W1J2
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A4A2W1P3
1;SMR-02V-B;"CONN, RCPT, HSG, 2POS, 2.50MM, JST SM";4A4A3W1P1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A5A1A1W1P1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";4A5A1L1P1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";4A5A2L1P1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";4A5A2L2P1
1;SMP-05V-BC;"CONN, PLUG, HSG, 5POS, 2.50MM, JST SM";4A5A2W1J1
1;SMP-05V-BC;"CONN, PLUG, HSG, 5POS, 2.50MM, JST SM";4A5A2W1J2
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A5A2W1P4
1;SMR-05V-B;"CONN, RCPT, HSG, 5POS, 2.50MM, JST SM";4A5A2W2P1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A6A1W1P4
1;M20-1071000;"CONN, RCPT, HSG, 20POS, 2ROW, 2.54MM, ""DUPONT""";4A7A1W1P4
1;M20-1071000;"CONN, RCPT, HSG, 20POS, 2ROW, 2.54MM, ""DUPONT""";4A7A1W2P6
1;SMP-06V-BC;"CONN, PLUG, HSG, 6POS, 2.50MM, JST SM";4A7A1W3J1
1;M20-1071000;"CONN, RCPT, HSG, 20POS, 2ROW, 2.54MM, ""DUPONT""";4A7A1W3P3
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";4A7A2W1J1
1;SMP-02V-BC;"CONN, PLUG, HSG, 2POS, 2.50MM, JST SM";4A7A2W1J2
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";4A7A2W1P1
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";4A7A3W1P1
1;SMR-06V-B;"CONN, RCPT, HSG, 6POS, 2.50MM, JST SM";4A7A4J1
1;SMR-05V-B;"CONN, RCPT, HSG, 5POS, 2.50MM, JST SM";4A8A1W1P1
1;SMR-02V-B;"CONN, RCPT, HSG, 2POS, 2.50MM, JST SM";4A8A2W1P1
1;SMR-02V-B;"CONN, RCPT, HSG, 2POS, 2.50MM, JST SM";4A8A3W1P1
1;PHR-5;"CONN, PLUG, HSG, 5POS, 2.00MM, JST PH";4A9A1W1P1
1;PHR-5;"CONN, PLUG, HSG, 5POS, 2.00MM, JST PH";4A9A1W1P2
1;PHR-4;"CONN, PLUG, HSG, 4POS, 2.00MM, JST PH";4A9A1W2P1
1;PHR-3;"CONN, PLUG, HSG, 3POS, 2.00MM, JST PH";4A9A1W3P1
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";4A9A1W4P1
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";4A9A1W4P2
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";4A9A1W5P1
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";4A9A1W5P2
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";4A9A1W6P1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";4A9A1W7P1
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";4A10W1P1
1;A-USB30AM-30MBM-200;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 3.2, 2.0m L";4A13A1W1
1;ABSIS-CA-G-XXX;"CABLE, ABSIS, TYPE-G";4A13A1W2
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";4A13A1W3
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";4A13A1W4
1;SMP-08V-BC;"CONN, PLUG, HSG, 8POS, 2.50MM, JST SM";4A13A1W5J2
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";4A13A1W5J3
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";4A13A1W5J4
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A13A1W6
1;NL2MPXX;"RECEPTACLE, BULKHEAD, NEUTRIK SPEAKON, 2 POS";4A13A1W6J2
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";4A13A1W7
1;ABSIS-CA-C-XXX;"CABLE, ABSIS, TYPE-C";4A13A1W8
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";4A13A1W10
1;1589-01C;"CABLE, USB-B PNL MNT RCPT TO USB-A, USB 2.0, 1' L";4A14A1W1
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";4A14A1W2
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";4A14A1W3
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W1
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W2
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W3
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W4
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W5
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W6
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W7
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W8
1;ABSIS-CA-A-XXX;"CABLE, ABSIS, TYPE-A";5A1W9
1;ABSIS-CA-A-XXX(M1);"CABLE, ABSIS, TYPE-A (MODIFY AS SHOWN)";5A1W10
